id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28.0,OC,SB,SB-GU,Honiara,yes,AGGH,HIR,,,https://en.wikipedia.org/wiki/Honiara_International_Airport,Henderson Field
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.22000122070312,146.0,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,,,https://en.wikipedia.org/wiki/Jacksons_International_Airport,
123,BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171.0,EU,IS,IS-2,Reykjavík,yes,BIKF,KEF,,https://www.isavia.is/en/keflavik-airport,https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport,"Keflavik Naval Air Station,REK"
1717,CYEG,large_airport,Edmonton International Airport,53.3097,-113.580002,2373.0,,CA,CA-AB,Edmonton,yes,CYEG,YEG,CYEG,http://www.edmontonairports.com/,https://en.wikipedia.org/wiki/Edmonton_International_Airport,
1770,CYHZ,large_airport,Halifax / Stanfield International Airport,44.8807983398,-63.5085983276,477.0,,CA,CA-NS,Halifax,yes,CYHZ,YHZ,,http://www.hiaa.ca/,https://en.wikipedia.org/wiki/Halifax_International_Airport,Robert L. Stanfield International Airport
1840,CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,374.0,,CA,CA-ON,Ottawa,yes,CYOW,YOW,YOW,https://yow.ca/,https://en.wikipedia.org/wiki/Ottawa_Macdonald%E2%80%93Cartier_International_Airport,"Uplands, UUP, CUUP"
1864,CYQB,large_airport,Quebec Jean Lesage International Airport,46.7911,-71.393303,244.0,,CA,CA-QC,Quebec,yes,CYQB,YQB,YQB,http://www.aeroportdequebec.com/,https://en.wikipedia.org/wiki/Qu%C3%A9bec/Jean_Lesage_International_Airport,Quebec City
1928,CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,45.467837,-73.742294,118.0,,CA,CA-QC,Montréal,yes,CYUL,YUL,YUL,http://www.admtl.com/passager/Home.aspx,https://en.wikipedia.org/wiki/Montr%C3%A9al-Pierre_Elliott_Trudeau_International_Airport,"YMQ, Dorval Airport"
1941,CYVR,large_airport,Vancouver International Airport,49.193901062,-123.183998108,14.0,,CA,CA-BC,Vancouver,yes,CYVR,YVR,,http://www.yvr.ca/,https://en.wikipedia.org/wiki/Vancouver_International_Airport,
1946,CYWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,49.9099998474,-97.2398986816,783.0,,CA,CA-MB,Winnipeg,yes,CYWG,YWG,YWG,http://www.waa.ca/,https://en.wikipedia.org/wiki/Winnipeg_James_Armstrong_Richardson_International_Airport,CFB Winnipeg
1973,CYYC,large_airport,Calgary International Airport,51.118822,-114.009933,3557.0,,CA,CA-AB,Calgary,yes,CYYC,YYC,,http://www.calgaryairport.com/,https://en.wikipedia.org/wiki/Calgary_International_Airport,McCall Field
1986,CYYT,large_airport,St. John's International Airport,47.618599,-52.7519,461.0,,CA,CA-NL,St. John's,yes,CYYT,YYT,,https://www.stjohnsairport.com/,https://en.wikipedia.org/wiki/St._John's_International_Airport,
1990,CYYZ,large_airport,Toronto Lester B. Pearson International Airport,43.6772,-79.6306,569.0,,CA,CA-ON,Toronto,yes,CYYZ,YYZ,YYZ,http://www.gtaa.com/,https://en.wikipedia.org/wiki/Toronto_Pearson_International_Airport,"YTO, Toronto International Airport, Malton"
2050,DAAG,large_airport,Houari Boumediene Airport,36.693886,3.214531,82.0,AF,DZ,DZ-16,Algiers,yes,DAAG,ALG,,,https://en.wikipedia.org/wiki/Houari_Boumediene_Airport,"Algiers, Maison Blanche"
2090,DGAA,large_airport,Kotoka International Airport,5.605189800262451,-0.1667860001325607,205.0,AF,GH,GH-AA,Accra,yes,DGAA,ACC,,,https://en.wikipedia.org/wiki/Kotoka_International_Airport,
2104,DNAA,large_airport,Nnamdi Azikiwe International Airport,9.00679,7.26317,1123.0,AF,NG,NG-FC,Abuja,yes,DNAA,ABV,,http://www.faannigeria.org/nigeria-airport.php?airport=3,https://en.wikipedia.org/wiki/Nnamdi_Azikiwe_International_Airport,
2118,DNMM,large_airport,Murtala Muhammed International Airport,6.5773701667785645,3.321160078048706,135.0,AF,NG,NG-LA,Lagos,yes,DNMM,LOS,,http://www.faannigeria.org/nigeria-airport.php?airport=1,https://en.wikipedia.org/wiki/Murtala_Mohammed_International_Airport,
2125,DRRN,large_airport,Diori Hamani International Airport,13.4815,2.18361,732.0,AF,NE,NE-8,Niamey,yes,DRRN,NIM,,,https://en.wikipedia.org/wiki/Diori_Hamani_International_Airport,
2133,DTTA,large_airport,Tunis Carthage International Airport,36.851002,10.2272,22.0,AF,TN,TN-11,Tunis,yes,DTTA,TUN,,http://www.oaca.nat.tn/english/div_horizontal_tunis_airport_eng.htm,https://en.wikipedia.org/wiki/Tunis-Carthage_International_Airport,"Aéroport international de Tunis-Carthage, مطار تونس قرطاج الدولي"
2155,EBBR,large_airport,Brussels Airport,50.901402,4.48444,175.0,EU,BE,BE-VBR,Zaventem,yes,EBBR,BRU,,http://www.brusselsairport.be/en/,https://en.wikipedia.org/wiki/Brussels_Airport,"Brussels National, Zaventem, EBMB"
301881,EDDB,large_airport,Berlin Brandenburg Airport,52.362247,13.500672,157.0,EU,DE,DE-BR,Berlin,yes,EDDB,BER,,https://ber.berlin-airport.de/,https://en.wikipedia.org/wiki/Berlin_Brandenburg_Airport,
2212,EDDF,large_airport,Frankfurt Airport,50.030241,8.561096,364.0,EU,DE,DE-HE,Frankfurt am Main,yes,EDDF,FRA,,https://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,"EDAF, Frankfurt am Main, Frankfurt Main, Rhein-Main Air Base, Zeppelinheim"
2214,EDDH,large_airport,Hamburg Helmut Schmidt Airport,53.630402,9.98823,53.0,EU,DE,DE-HH,Hamburg,yes,EDDH,HAM,,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,Hamburg-Fuhlsbüttel Airport
2216,EDDK,large_airport,Cologne Bonn Airport,50.865898,7.14274,302.0,EU,DE,DE-NW,Köln (Cologne),yes,EDDK,CGN,,http://www.koeln-bonn-airport.de/en/,https://en.wikipedia.org/wiki/Cologne_Bonn_Airport,Köln
2217,EDDL,large_airport,Düsseldorf Airport,51.289501,6.76678,147.0,EU,DE,DE-NW,Düsseldorf,yes,EDDL,DUS,,http://www.dus.com/dus_en/,https://en.wikipedia.org/wiki/D%C3%BCsseldorf_Airport,
2218,EDDM,large_airport,Munich Airport,48.353802,11.7861,1487.0,EU,DE,DE-BY,Munich,yes,EDDM,MUC,,http://www.munich-airport.com/,https://en.wikipedia.org/wiki/Munich_Airport,"Franz Josef Strauss Airport, Flughafen München Franz Josef Strauß"
2219,EDDN,large_airport,Nuremberg Airport,49.498699,11.078056,1046.0,EU,DE,DE-BY,Nuremberg,yes,EDDN,NUE,,https://www.airport-nuernberg.de/english,https://en.wikipedia.org/wiki/Nuremberg_Airport,Nürnberg
2220,EDDP,large_airport,Leipzig/Halle Airport,51.420657,12.232705,465.0,EU,DE,DE-SN,Schkeuditz,yes,EDDP,LEJ,,https://www.mdf-ag.com/,https://en.wikipedia.org/wiki/Leipzig/Halle_Airport,Schkeuditz Airport
2222,EDDS,large_airport,Stuttgart Airport,48.689899,9.22196,1276.0,EU,DE,DE-BW,Stuttgart,yes,EDDS,STR,,http://www.flughafen-stuttgart.de/,https://en.wikipedia.org/wiki/Stuttgart_Airport,
2224,EDDV,large_airport,Hannover Airport,52.461102,9.68508,183.0,EU,DE,DE-NI,Hannover,yes,EDDV,HAJ,,https://www.hannover-airport.de,https://en.wikipedia.org/wiki/Hanover/Langenhagen_International_Airport,
2301,EETN,large_airport,Lennart Meri Tallinn Airport,59.413246,24.83264,131.0,EU,EE,EE-37,Tallinn,yes,EETN,TLL,,http://www.tallinn-airport.ee/eng,https://en.wikipedia.org/wiki/Tallinn_Airport,
2307,EFHK,large_airport,Helsinki Vantaa Airport,60.318363,24.963341,179.0,EU,FI,FI-18,Helsinki,yes,EFHK,HEL,,http://www.finavia.fi/en/helsinki-airport,https://en.wikipedia.org/wiki/Helsinki_Airport,
2385,EGAA,large_airport,Belfast International Airport,54.6575012207,-6.21582984924,268.0,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,,http://www.belfastairport.com/,https://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove"
2389,EGBB,large_airport,Birmingham Airport,52.453899,-1.74803,327.0,EU,GB,GB-ENG,"Birmingham, West Midlands",yes,EGBB,BHX,,https://www.birminghamairport.co.uk/,https://en.wikipedia.org/wiki/Birmingham_Airport,Birmingham International Airport
2398,EGCC,large_airport,Manchester Airport,53.349375,-2.279521,257.0,EU,GB,GB-ENG,"Manchester, Greater Manchester",yes,EGCC,MAN,,http://www.manchesterairport.co.uk/,https://en.wikipedia.org/wiki/Manchester_Airport,"Ringway Airport, RAF Ringway"
2419,EGGW,large_airport,London Luton Airport,51.874699,-0.368333,526.0,EU,GB,GB-ENG,"Luton, Bedfordshire",yes,EGGW,LTN,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/London_Luton_Airport,LON
2429,EGKK,large_airport,London Gatwick Airport,51.148771,-0.192089,202.0,EU,GB,GB-ENG,"Gatwick, Surrey",yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood"
2434,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres"
2461,EGPF,large_airport,Glasgow International Airport,55.871899,-4.43306,26.0,EU,GB,GB-SCT,"Paisley, Renfrewshire",yes,EGPF,GLA,,http://www.glasgowairport.com/,https://en.wikipedia.org/wiki/Glasgow_International_Airport,"Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr"
2462,EGPH,large_airport,Edinburgh Airport,55.950145,-3.372288,135.0,EU,GB,GB-SCT,Edinburgh,yes,EGPH,EDI,,http://www.edinburghairport.com/,https://en.wikipedia.org/wiki/Edinburgh_Airport,
2476,EGSS,large_airport,London Stansted Airport,51.884998,0.235,348.0,EU,GB,GB-ENG,London,yes,EGSS,STN,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON
2513,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,https://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,
2518,EHEH,large_airport,Eindhoven Airport,51.4500999451,5.37452983856,74.0,EU,NL,NL-NB,Eindhoven,yes,EHEH,EIN,,http://www.eindhovenairport.nl/,https://en.wikipedia.org/wiki/Eindhoven_Airport,Welschap Airport
347108,EHU,large_airport,Ezhou Huahu Airport,30.341178,115.03926,86.0,AS,CN,CN-13,Ezhou,yes,ZHEC,EHU,,,https://en.wikipedia.org/wiki/Ezhou_Huahu_Airport,"EHU, ZHEC"
2533,EIDW,large_airport,Dublin Airport,53.428713,-6.262121,242.0,EU,IE,IE-D,Dublin,yes,EIDW,DUB,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath
2537,EINN,large_airport,Shannon Airport,52.702,-8.92482,46.0,EU,IE,IE-CE,Shannon,yes,EINN,SNN,,http://www.shannonairport.com/,https://en.wikipedia.org/wiki/Shannon_Airport,
2541,EKBI,large_airport,Billund Airport,55.740335,9.157019,247.0,EU,DK,DK-83,Billund,yes,EKBI,BLL,,http://www.billund-airport.dk/?sc_lang=en,https://en.wikipedia.org/wiki/Billund_Airport,
2542,EKCH,large_airport,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,17.0,EU,DK,DK-84,Copenhagen,yes,EKCH,CPH,,http://www.cph.dk/en/,https://en.wikipedia.org/wiki/Copenhagen_Airport,"København, Malmö"
2563,ELLX,large_airport,Luxembourg-Findel International Airport,49.6233333,6.2044444,1234.0,EU,LU,LU-L,Luxembourg,yes,ELLX,LUX,,http://www.lux-airport.lu/en/,https://en.wikipedia.org/wiki/Luxembourg-Findel_International_Airport,
2570,ENBR,large_airport,"Bergen Airport, Flesland",60.2934,5.21814,170.0,EU,NO,NO-46,Bergen,yes,ENBR,BGO,,http://www.avinor.no/en/airport/bergen,https://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland,
2578,ENGM,large_airport,"Oslo Airport, Gardermoen",60.193901,11.1004,681.0,EU,NO,NO-32,Oslo,yes,ENGM,OSL,,https://avinor.no/en/airport/oslo-airport,"https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen",
2599,ENTC,large_airport,"Tromsø Airport, Langnes",69.683296,18.9189,31.0,EU,NO,NO-55,Tromsø,yes,ENTC,TOS,,http://www.avinor.no/en/airport/tromso,https://en.wikipedia.org/wiki/Troms%C3%B8_Airport,"Langnes, Tromsøya, Tromso"
2601,ENVA,large_airport,"Trondheim Airport, Værnes",63.457802,10.924,56.0,EU,NO,NO-50,Trondheim,yes,ENVA,TRD,,https://avinor.no/en/airport/trondheim-airport/,https://en.wikipedia.org/wiki/Trondheim_Airport%2C_V%C3%A6rnes,
2602,ENZV,large_airport,"Stavanger Airport, Sola",58.876701,5.63778,29.0,EU,NO,NO-11,Stavanger,yes,ENZV,SVG,,http://www.avinor.no/en/airport/stavanger/,"https://en.wikipedia.org/wiki/Stavanger_Airport,_Sola","Sola Air Station, Stavanger lufthavn, Sola"
2608,EPGD,large_airport,Gdańsk Lech Wałęsa Airport,54.377602,18.4662,489.0,EU,PL,PL-PM,Gdańsk,yes,EPGD,GDN,,http://www.airport.gdansk.pl/,https://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport,Gdańsk-Rębiechowo
2609,EPKK,large_airport,Kraków John Paul II International Airport,50.077702,19.7848,791.0,EU,PL,PL-MA,Balice,yes,EPKK,KRK,,http://www.krakowairport.pl/en/,https://en.wikipedia.org/wiki/Kraków_John_Paul_II_International_Airport,Krakov
2637,EPWA,large_airport,Warsaw Chopin Airport,52.165699,20.9671,362.0,EU,PL,PL-MZ,Warsaw,yes,EPWA,WAW,,http://www.lotnisko-chopina.pl/?lang=en,https://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport,Okęcie
2648,ESGG,large_airport,Göteborg Landvetter Airport,57.6628,12.2798,506.0,EU,SE,SE-Q,Göteborg,yes,ESGG,GOT,,https://www.swedavia.com/landvetter/,https://en.wikipedia.org/wiki/G%C3%B6teborg_Landvetter_Airport,"Göteborg-Landvetter, Gothenburg"
2701,ESSA,large_airport,Stockholm-Arlanda Airport,59.64849,17.928829,137.0,EU,SE,SE-AB,Stockholm,yes,ESSA,ARN,,http://www.swedavia.se/arlanda/,https://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport,
2758,EVRA,large_airport,Riga International Airport,56.923599,23.9711,36.0,EU,LV,LV-062,Riga,yes,EVRA,RIX,,http://www.riga-airport.com/,https://en.wikipedia.org/wiki/Riga_International_Airport,
2766,EYVI,large_airport,Vilnius International Airport,54.634102,25.285801,648.0,EU,LT,LT-VL,Vilnius,yes,EYVI,VNO,,http://www.vilnius-airport.lt/en/,https://en.wikipedia.org/wiki/Vilnius_International_Airport,
2775,FACT,large_airport,Cape Town International Airport,-33.9648017883,18.6016998291,151.0,AF,ZA,ZA-WC,Cape Town,yes,FACT,CPT,,http://www.airports.co.za/home.asp?pid=229,https://en.wikipedia.org/wiki/Cape_Town_International_Airport,"Kaapstad Internasionale Lughawe, CTIA, DF Malan Airport"
300795,FALE,large_airport,King Shaka International Airport,-29.6144444444,31.1197222222,295.0,AF,ZA,ZA-NL,Durban,yes,FALE,DUR,,,https://en.wikipedia.org/wiki/King_Shaka_International_Airport,La Mercy Airport
31055,FAOR,large_airport,O.R. Tambo International Airport,-26.1392,28.246,5558.0,AF,ZA,ZA-GT,Johannesburg,yes,FAOR,JNB,,https://ortambo-airport.com/index.html,https://en.wikipedia.org/wiki/O._R._Tambo_International_Airport,"Johannesburg International Airport, FAJS"
2864,FBSK,large_airport,Sir Seretse Khama International Airport,-24.555201,25.9182,3299.0,AF,BW,BW-GA,Gaborone,yes,FBSK,GBE,,,https://en.wikipedia.org/wiki/Sir_Seretse_Khama_International_Airport,
308033,FDSK,large_airport,King Mswati III International Airport,-26.358611,31.716944,1092.0,AF,SZ,SZ-LU,Mpaka,yes,FDSK,SHO,,http://www.eswacaa.co.sz/airports/kingmswatiIII/,https://en.wikipedia.org/wiki/King_Mswati_III_International_Airport,Sikhuphe International Airport
2878,FIMP,large_airport,Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,186.0,AF,MU,MU-GP,Plaine Magnien,yes,FIMP,MRU,,http://aml.mru.aero/,https://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport,Plaisance International Airport
2894,FLLS,large_airport,Kenneth Kaunda International Airport,-15.330833,28.452722,3779.0,AF,ZM,ZM-09,Lusaka,yes,FLKK,LUN,,http://www.nacl.co.zm/?page_id=336,https://en.wikipedia.org/wiki/Kenneth_Kaunda_International_Airport,
2905,FMEE,large_airport,Roland Garros Airport,-20.890087,55.518894,66.0,AF,RE,RE-SD,Sainte-Marie,yes,FMEE,RUN,,http://www.reunion.aeroport.fr/index.htm,https://en.wikipedia.org/wiki/Roland_Garros_Airport,Gillot Airport
2908,FMMI,large_airport,Ivato Airport,-18.7969,47.478802,4198.0,AF,MG,MG-T,Antananarivo,yes,FMMI,TNR,,https://ravinala-airports.aero/en/,https://en.wikipedia.org/wiki/Ivato_Airport,
2942,FNLU,large_airport,Quatro de Fevereiro International Airport,-8.85837,13.2312,243.0,AF,AO,AO-LUA,Luanda,yes,FNLU,LAD,,,https://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport,4 de Fevereiro
2969,FPST,large_airport,São Tomé International Airport,0.378175,6.71215,33.0,AF,ST,ST-01,São Tomé,yes,FPST,TMS,,,https://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_International_Airport,
2975,FQMA,large_airport,Maputo Airport,-25.920799,32.572601,145.0,AF,MZ,MZ-MPM,Maputo,yes,FQMA,MPM,,,https://en.wikipedia.org/wiki/Maputo_International_Airport,
2993,FSIA,large_airport,Seychelles International Airport,-4.67434,55.521801,10.0,AF,SC,SC-20,Mahe Island,yes,FSIA,SEZ,,https://seychellesairports.sc/,https://en.wikipedia.org/wiki/Seychelles_International_Airport,
2998,FTTJ,large_airport,N'Djamena International Airport,12.1337,15.034,968.0,AF,TD,TD-ND,N'Djamena,yes,FTTJ,NDJ,,,https://en.wikipedia.org/wiki/N'Djamena_International_Airport,Ndjamena Hassan Djamous
3005,FVHA,large_airport,Robert Gabriel Mugabe International Airport,-17.931801,31.0928,4887.0,AF,ZW,ZW-HA,Harare,yes,FVRG,HRE,,,https://en.wikipedia.org/wiki/Harare_International_Airport,"FVHA,Harare"
3039,FYWH,large_airport,Hosea Kutako International Airport,-22.4799,17.4709,5640.0,AF,,NA-KH,Windhoek,yes,FYWH,WDH,,http://airports.com.na/,https://en.wikipedia.org/wiki/Windhoek_Hosea_Kutako_International_Airport,J.G. Strijdom Airport
3040,FZAA,large_airport,Ndjili International Airport,-4.38575,15.4446,1027.0,AF,CD,CD-KN,Kinshasa,yes,FZAA,FIH,,,https://en.wikipedia.org/wiki/N%27djili_Airport,
3066,GABS,large_airport,Modibo Keita International Airport,12.5335,-7.94994,1247.0,AF,ML,ML-2,Bamako,yes,GABS,BKO,,,https://en.wikipedia.org/wiki/Bamako%E2%80%93S%C3%A9nou_International_Airport,Senou Airport
3076,GBYD,large_airport,Banjul International Airport,13.338,-16.652201,95.0,AF,GM,GM-W,Banjul,yes,GBYD,BJL,,,https://en.wikipedia.org/wiki/Banjul_International_Airport,Yundum international Airport
3077,GCFV,large_airport,Fuerteventura Airport,28.4527,-13.8638,85.0,AF,ES,ES-CN,El Matorral,yes,GCFV,FUE,,https://www.aena.es/en/fuerteventura.html,https://en.wikipedia.org/wiki/Fuerteventura_Airport,
3081,GCLP,large_airport,Gran Canaria Airport,27.9319,-15.3866,78.0,AF,ES,ES-CN,Gran Canaria Island,yes,GCLP,LPA,,https://www.aena.es/en/gran-canaria.html,https://en.wikipedia.org/wiki/Gran_Canaria_Airport,"Canary Islands, Las Palmas Airport, Gando Airport"
3082,GCRR,large_airport,César Manrique-Lanzarote Airport,28.945499,-13.6052,46.0,AF,ES,ES-CN,San Bartolomé,yes,GCRR,ACE,,https://www.lanzaroteairport.info/barrier-free-disability-assistance-service/,https://en.wikipedia.org/wiki/Lanzarote_Airport,Arrecife Airport
3083,GCTS,large_airport,Tenerife Sur Airport,28.0445,-16.5725,209.0,AF,ES,ES-CN,Tenerife,yes,GCTS,TFS,,https://www.aena.es/en/tenerife-sur.html,https://en.wikipedia.org/wiki/Tenerife%E2%80%93South_Airport,"Canary Islands, Reina Sofía, TCI, Tenerife South"
3095,GFLL,large_airport,Lungi International Airport,8.61644,-13.1955,84.0,AF,SL,SL-N,Freetown (Lungi-Town),yes,GFLL,FNA,,http://www.freetownairport.com/,https://en.wikipedia.org/wiki/Lungi_International_Airport,
3099,GLRB,large_airport,Roberts International Airport,6.23379,-10.3623,31.0,AF,LR,LR-MG,Monrovia,yes,GLRB,ROB,,,https://en.wikipedia.org/wiki/Roberts_International_Airport,
3113,GMMN,large_airport,Mohammed V International Airport,33.3675,-7.58997,656.0,AF,MA,MA-CAS,Casablanca,yes,GMMN,CMN,,http://www.onda.ma/ONDA/Fr/Espaces/EspacePassagers/LeReseauAeroportuaireONDA/Lesaeroports/Fiches+d%E2%80%99identit%C3%A9+par+a%C,https://en.wikipedia.org/wiki/Mohammed_V_International_Airport,"CAS, Casabianca, Nouasseur"
325736,GOBD,large_airport,Blaise Diagne International Airport,14.67,-17.073333,290.0,AF,SN,SN-DK,Dakar,yes,GOBD,DSS,,http://www.dakaraeroport.com/,https://en.wikipedia.org/wiki/Blaise_Diagne_International_Airport,"dakar, new dakar airport, dakar airport, diass airport"
323315,GQNO,large_airport,Nouakchott–Oumtounsy International Airport,18.31,-15.969722,9.0,AF,MR,MR-NKC,Nouakchott,yes,GQNO,NKC,,,https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport,"Nouakchott, Oumtounsy"
3150,GVAC,large_airport,Amílcar Cabral International Airport,16.7414,-22.9494,177.0,AF,CV,CV-B,Espargos,yes,GVAC,SID,,,https://en.wikipedia.org/wiki/Am%C3%ADlcar_Cabral_International_Airport,Sal Island
3153,GVNP,large_airport,Nelson Mandela International Airport,14.941126,-23.484728,230.0,AF,CV,CV-S,Praia,yes,GVNP,RAI,,https://www.vinci-airports.cv/aeroporto_asa/aeroporto-internacional-nelson-mandela/,https://en.wikipedia.org/wiki/Francisco_Mendes_International_Airport,Santiago Island
3157,HAAB,large_airport,Addis Ababa Bole International Airport,8.97789,38.799301,7630.0,AF,ET,ET-AA,Addis Ababa,yes,HAAB,ADD,,http://www.ethiopianairports.com,https://en.wikipedia.org/wiki/Bole_International_Airport,"Haile Selassie I, Bole International Airport"
3174,HDAM,large_airport,Djibouti-Ambouli Airport,11.5473,43.1595,49.0,AF,DJ,DJ-DJ,Djibouti City,yes,HDAM,JIB,,,https://en.wikipedia.org/wiki/Djibouti-Ambouli_International_Airport,Camp Lemonnier
3183,HECA,large_airport,Cairo International Airport,30.111534,31.396694,322.0,AF,EG,EG-C,Cairo,yes,HECA,CAI,,,https://en.wikipedia.org/wiki/Cairo_International_Airport,
3186,HEGN,large_airport,Hurghada International Airport,27.176776,33.796692,32.0,AF,EG,EG-BA,Hurghada,yes,HEGN,HRG,,,https://en.wikipedia.org/wiki/Hurghada_International_Airport,"Al Ghardaqah, الغردقة"
300893,HESG,large_airport,Suhaj Mubarak International Airport,26.342515,31.743017,322.0,AF,EG,EG-SHG,Suhaj,yes,HESG,HMB,,,https://en.wikipedia.org/wiki/Sohag_International_Airport,"HEMK, Mubarak International Airport"
3198,HESH,large_airport,Sharm El Sheikh International Airport,27.977272,34.394717,191.0,AS,EG,EG-JS,Sharm El Sheikh,yes,HESH,SSH,,,https://en.wikipedia.org/wiki/Sharm_el-Sheikh_International_Airport,
3247,HJJJ,large_airport,Juba International Airport,4.87201,31.601101,1513.0,AF,SS,SS-17,Juba,yes,HJJJ,JUB,,,https://en.wikipedia.org/wiki/Juba_Airport,"JIA, HSSJ"
3206,HKJK,large_airport,Jomo Kenyatta International Airport,-1.31923997402,36.9277992249,5330.0,AF,KE,KE-110,Nairobi,yes,HKJK,NBO,,http://www.kenyaairports.com/jkia/IndexJkia.php,https://en.wikipedia.org/wiki/Jomo_Kenyatta_International_Airport,"Jkia Airport, Embakasi Airport, Nairobi International Airport"
3213,HKMO,large_airport,Moi International Airport,-4.03483,39.5942,200.0,AF,KE,KE-300,Mombasa,yes,HKMO,MBA,,http://www.kenyaairports.co.ke/kaa/airports/moi/,https://en.wikipedia.org/wiki/Moi_International_Airport,"Mombasa, Port Reitz"
3224,HLLM,large_airport,Mitiga International Airport,32.89177,13.287878,36.0,AF,LY,LY-TB,Tripoli,yes,HLLM,MJI,,,https://en.wikipedia.org/wiki/Mitiga_International_Airport,"Mellaha Army Airfield, Okba Ben Nafi Air Base, Wheelus Air Force Base"
3237,HRYR,large_airport,Kigali International Airport,-1.96863,30.1395,4859.0,AF,RW,RW-01,Kigali,yes,HRYR,KGL,,,https://en.wikipedia.org/wiki/Kigali_International_Airport,"Gregoire Kayibanda International Airport, Kanombe International Airport"
3249,HSSK,large_airport,Khartoum International Airport,15.5895,32.5532,1265.0,AF,SD,SD-03,Khartoum,yes,HSSK,KRT,,,https://en.wikipedia.org/wiki/Khartoum_International_Airport,HSSS
3251,HTDA,large_airport,Julius Nyerere International Airport,-6.87811,39.202599,182.0,AF,TZ,TZ-02,Dar es Salaam,yes,HTDA,DAR,,http://www.tanzaniairports.com/,https://en.wikipedia.org/wiki/Julius_Nyerere_International_Airport,"HTJN, Mwalimu Julius K. Nyerere, Dar es Salaam International Airport"
3260,HTZA,large_airport,Abeid Amani Karume International Airport,-6.22202,39.224899,54.0,AF,TZ,TZ-07,Zanzibar,yes,HTZA,ZNZ,,,https://en.wikipedia.org/wiki/Zanzibar_International_Airport,"HTAK, Zanzibar Airport, Kiembi Samaki"
3263,HUEN,large_airport,Entebbe International Airport,0.042386,32.443501,3782.0,AF,UG,UG-C,Kampala,yes,HUEN,EBB,,https://entebbe-airport.com/,https://en.wikipedia.org/wiki/Entebbe_International_Airport,
507227,ID-0277,large_airport,Dhoho International Airport,-7.750278,111.947222,380.0,AS,ID,ID-JI,Kediri,no,WARD,DHX,,https://www.kediri-airport.com/,https://en.wikipedia.org/wiki/Dhoho_International_Airport,Dhoho
342094,IN-0277,large_airport,Manohar International Airport,15.744257,73.860625,552.0,AS,IN,IN-GA,Mopa,yes,VOGA,GOX,,https://www.miagoaairport.com/,https://en.wikipedia.org/wiki/Manohar_International_Airport,Mopa International
16091,KABQ,large_airport,Albuquerque International Sunport,35.039976,-106.608925,5355.0,,US,US-NM,Albuquerque,yes,KABQ,ABQ,ABQ,http://www.abqsunport.com/,https://en.wikipedia.org/wiki/Albuquerque_International_Sunport,
